timestamp, name, pci.bus_id, driver_version, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2021/04/13 06:24:23.901, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 06:29:23.901, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 06:29:23.902, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 06:34:23.903, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 06:34:23.904, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 06:39:23.905, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 06:39:23.906, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 06:44:23.907, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 31, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 06:44:23.908, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 06:49:23.910, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 06:49:23.910, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 06:54:23.911, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 06:54:23.912, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 06:59:23.914, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 06:59:23.914, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:04:23.915, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:04:23.916, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:09:23.917, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:09:23.917, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:14:23.918, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:14:23.919, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:19:23.920, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:19:23.920, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:24:23.922, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:24:23.922, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:29:23.923, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:29:23.923, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 36, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:34:23.925, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:34:23.925, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:39:23.927, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:39:23.927, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 07:44:23.928, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:44:23.929, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 07:49:23.931, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:49:23.931, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:54:23.933, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:54:23.933, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 07:59:23.934, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 07:59:23.935, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:04:23.936, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:04:23.937, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:09:23.938, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:09:23.939, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:14:23.940, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:14:23.941, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:19:23.942, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:19:23.943, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:24:23.944, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:24:23.945, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:29:23.946, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:29:23.947, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 08:34:23.948, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:34:23.948, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 08:39:23.950, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:39:23.951, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:44:23.952, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:44:23.953, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:49:23.954, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:49:23.955, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:54:23.956, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:54:23.957, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 08:59:23.958, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 08:59:23.959, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:04:23.960, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:04:23.960, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:09:23.961, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:09:23.962, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:14:23.963, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:14:23.963, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:19:23.965, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:19:23.966, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:24:23.967, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:24:23.968, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:29:23.969, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:29:23.970, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:34:23.971, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:34:23.971, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:39:23.973, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:39:23.973, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:44:23.975, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:44:23.975, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:49:23.976, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:49:23.977, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:54:23.978, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:54:23.979, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 09:59:23.980, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 09:59:23.980, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:04:23.982, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:04:23.982, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:09:23.984, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:09:23.985, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:14:23.986, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:14:23.986, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:19:23.987, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:19:23.988, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:24:23.989, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:24:23.989, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:29:23.991, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:29:23.992, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:34:23.993, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:34:23.993, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:39:23.995, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:39:23.996, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:44:23.997, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:44:23.997, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 10:49:23.998, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:49:23.999, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 10:54:24.001, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:54:24.001, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 10:59:24.002, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 10:59:24.003, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:04:24.004, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:04:24.005, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:09:24.006, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:09:24.007, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:14:24.008, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:14:24.009, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:19:24.010, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:19:24.010, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:24:24.011, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:24:24.012, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:29:24.013, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:29:24.014, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:34:24.015, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:34:24.016, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:39:24.017, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:39:24.018, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:44:24.019, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:44:24.020, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:49:24.021, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:49:24.022, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:54:24.023, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:54:24.023, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 11:59:24.024, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 11:59:24.025, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:04:24.026, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:04:24.026, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:09:24.027, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:09:24.028, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:14:24.029, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:14:24.030, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:19:24.031, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:19:24.031, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:24:24.033, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:24:24.033, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:29:24.034, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:29:24.035, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:34:24.036, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:34:24.037, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:39:24.038, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:39:24.039, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:44:24.039, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:44:24.040, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:49:24.042, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:49:24.042, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:54:24.043, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:54:24.044, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 12:59:24.046, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 12:59:24.046, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:04:24.047, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:04:24.048, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:09:24.049, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:09:24.050, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:14:24.051, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:14:24.052, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:19:24.053, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:19:24.054, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:24:24.056, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:24:24.056, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:29:24.057, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
